id,nombre,categoria,subcategoria,descripcion_corta,descripcion_larga,imagen,tipo_variante,opcion_1,precio_1,opcion_2,precio_2,opcion_3,precio_3,opcion_4,precio_4,opcion_5,precio_5
manzanilla,Manzanilla,hierbas,Relajantes,Planta calmante y digestiva que armoniza cuerpo y emoción desde la suavidad.,"La manzanilla es una de las hierbas medicinales más utilizadas en el mundo. Sus flores pequeñas y aromáticas concentran compuestos como flavonoides y azulenos, responsables de su acción calmante y antiinflamatoria suave.

Su aroma es delicado, levemente dulce y floral, y su sabor es suave, lo que la convierte en una planta muy bien tolerada, incluso por personas sensibles.

Desde lo funcional, la manzanilla es reconocida como:

Digestiva y carminativa: alivia gases, empachos y digestiones pesadas.

Antiespasmódica: útil en cólicos digestivos y menstruales leves.

Relajante nerviosa suave: ayuda a disminuir tensión emocional leve.

Sedante ligera: favorece el descanso cuando hay irritabilidad o sobrecarga.

Antiinflamatoria leve, especialmente a nivel gastrointestinal.

Uso tópico tradicional: en compresas o lavados suaves para piel sensible e irritaciones leves.

Es una planta muy versátil, que actúa tanto en el sistema digestivo como en el nervioso, especialmente cuando ambos están conectados.

Modo de uso:
Infusión (1 cucharadita de flores por taza), reposar 5–10 minutos.
Puede tomarse después de las comidas o antes de dormir.
También puede utilizarse en compresas externas una vez fría.

⚠️ Generalmente segura. En personas alérgicas a la familia Asteraceae, usar con precaución.

✨ Energéticamente, la manzanilla es dulzura y reparación. Su energía es maternal, protectora y restauradora.
Trabaja la irritabilidad emocional, el enojo contenido y la sobrecarga. Representa consuelo, integración y calma profunda pero suave.
Es medicina que acaricia.",manzanilla flor.jpg,peso,25g,950,50g,1860,100g,3680,,,,
marcela,Marcela,hierbas,Digestivas y Hepáticas,Planta digestiva y calmante tradicional que armoniza estómago y sistema nervioso.,"La marcela es una hierba aromática sudamericana, de sabor suave y ligeramente amargo, ampliamente utilizada en infusión. Es especialmente valorada por su acción equilibrante entre sistema digestivo y sistema nervioso.

Desde lo funcional, la marcela es reconocida como:

Digestiva y carminativa: ayuda a aliviar gases, empachos y digestiones pesadas.

Antiespasmódica suave: útil en cólicos leves, especialmente digestivos.

Relajante ligera: contribuye a disminuir tensión nerviosa asociada al malestar estomacal.

Antiinflamatoria suave a nivel gastrointestinal.

Apoyo hepático leve, aunque más suave que boldo o carqueja.

Es una planta ideal para personas sensibles o para uso más frecuente, ya que actúa con suavidad y equilibrio.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 5–10 minutos. Puede tomarse después de las comidas o por la noche. Es compatible en combinación con manzanilla, cedrón o melisa.

✨ Energéticamente, la marcela es contención y ternura digestiva. Su energía es suave, maternal y armonizadora. Trabaja el vínculo entre emoción y estómago, ayudando a “digerir” situaciones que han quedado sensibles.
Representa calma interior y procesamiento amable de lo que cuesta integrar.",Marcela.jpg,peso,25g,340,50g,640,100g,1250,,,,
melisa,Melisa,hierbas,Relajantes,Planta relajante y armonizadora que calma el sistema nervioso y equilibra emociones.,"La melisa es una hierba de aroma suave y ligeramente cítrico, muy apreciada por su acción equilibrante entre mente, emoción y sistema digestivo. A diferencia de plantas más sedantes, su efecto no es “apagar”, sino armonizar.

Desde lo funcional, la melisa es reconocida como:

Ansiolítica suave: ayuda a disminuir nerviosismo, inquietud y estrés leve.

Relajante nerviosa sin sedación pesada.

Digestiva asociada al estrés: muy útil en “estómago nervioso”.

Antiespasmódica: ayuda en cólicos digestivos leves.

Antiviral tradicional leve, especialmente en afecciones leves como herpes simple (uso tópico en otras formas).

Apoyo en palpitaciones leves de origen nervioso.

Es ideal cuando el estrés afecta tanto la mente como el sistema digestivo.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 7–10 minutos.
Puede tomarse durante el día o por la noche.
Combina muy bien con tilo, manzanilla o pasionaria según intensidad deseada.

⚠️ Generalmente segura en uso moderado. En personas con hipotiroidismo, usar con acompañamiento profesional si el uso es prolongado.

✨ Energéticamente, la melisa es armonía emocional. Su energía es suave pero luminosa, como claridad después de la tormenta.
No induce sueño profundo necesariamente, sino que ordena emociones dispersas y devuelve serenidad. Representa paz consciente, comunicación interna amable y equilibrio entre mente y corazón.",melisa.webp,peso,25g,610,50g,1120,100g,2300,,,,
moringa,Moringa,hierbas,Depurativas y Diuréticas,Planta nutritiva y revitalizante que acompaña procesos depurativos fortaleciendo el organismo.,"La moringa es conocida como “árbol de la vida” en muchas culturas debido a su extraordinaria riqueza nutricional. Sus hojas secas concentran vitaminas (A, C, E), minerales (calcio, hierro, magnesio), aminoácidos esenciales y antioxidantes.

Desde lo funcional, la moringa es reconocida como:

Antioxidante potente, ayudando a proteger las células del estrés oxidativo.

Reconstituyente y energizante natural, ideal en estados de fatiga leve.

Apoyo metabólico, acompañando procesos de regulación glucémica y lipídica.

Depurativa suave, colaborando en procesos de limpieza interna.

Antiinflamatoria leve, según la tradición herbal.

Reforzadora del sistema inmune, gracias a su densidad nutricional.

A diferencia de otras plantas depurativas que movilizan y eliminan, la moringa limpia mientras nutre, lo que la hace especialmente interesante en procesos prolongados o en personas con desgaste.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 5–7 minutos. También puede incorporarse en polvo en licuados o preparaciones frías. Puede tomarse 1 vez al día de manera sostenida en dosis moderadas.

⚠️ Evitar en embarazo sin supervisión. En personas con tratamiento antihipertensivo o antidiabético, usar con acompañamiento profesional.

✨ Energéticamente, la moringa representa vitalidad consciente. Su energía es expansiva pero nutritiva, no invasiva. Trabaja la regeneración, el fortalecimiento y la energía sostenida.
Simboliza crecimiento, resiliencia y abundancia natural. No es una planta que vacía para limpiar, sino que renueva fortaleciendo.",moringa.jpg,peso,25g,740,50g,1430,100g,2820,,,,
muna,Muña muña,hierbas,Digestivas y Hepáticas,Planta aromática andina digestiva y respiratoria que alivia y despeja.,"La muña muña es una hierba tradicional de regiones andinas, de aroma fresco e intenso, similar a la menta pero más penetrante y herbal. Su sabor es levemente picante y muy aromático, lo que la hace especialmente apreciada tanto en infusión como en uso culinario en algunas culturas.

Desde lo funcional, la muña muña es reconocida como:

Digestiva y carminativa: ayuda a reducir gases, distensión y cólicos leves.

Antiespasmódica suave: útil en molestias abdominales.

Respiratoria y expectorante leve: tradicionalmente utilizada en resfríos y congestión ligera.

Antimicrobiana natural suave por su contenido en aceites esenciales.

Alivio en mal de altura (uso tradicional andino).

Es una planta muy versátil, ideal para acompañar digestiones pesadas o cuando hay sensación de frío interno.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 5–10 minutos. Puede tomarse después de las comidas o durante estados gripales leves. También puede combinarse con manzanilla o cedrón para suavizar su intensidad.

⚠️ Usar con moderación en personas muy sensibles a plantas ricas en aceites esenciales.

✨ Energéticamente, la muña muña es despeje y alivio. Su energía es fresca, penetrante y limpiadora. Despeja mente y cuerpo, ayuda a liberar tensiones acumuladas y aporta sensación de claridad respiratoria y emocional.
Trabaja la liviandad después de la pesadez. Es aire fresco en medio de la montaña.",Muña.jpg,peso,25g,360,50g,680,100g,1310,,,,
pasionaria,Pasionaria,hierbas,Relajantes,Planta sedante natural que calma el sistema nervioso y favorece el descanso profundo.,"La pasionaria es una de las plantas más reconocidas en fitoterapia para el acompañamiento de la ansiedad y el insomnio leve. Sus partes aéreas contienen flavonoides y alcaloides suaves que actúan sobre el sistema nervioso central, promoviendo relajación sin generar dependencia.

Desde lo funcional, la pasionaria es reconocida como:

Ansiolítica natural suave: ayuda a disminuir nerviosismo, inquietud y tensión mental.

Sedante ligera a moderada: favorece conciliación del sueño.

Antiespasmódica: útil en contracturas o tensión muscular asociada al estrés.

Reguladora nerviosa: acompaña estados de sobreestimulación mental.

Apoyo en palpitaciones leves de origen nervioso (no cardíaco estructural).

Es especialmente útil cuando el insomnio tiene raíz mental — pensamientos repetitivos, preocupación, hiperactividad emocional.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 10 minutos.
Tomar 30–40 minutos antes de dormir.
Puede combinarse con melisa o tilo.

⚠️ Evitar combinar con medicación sedante sin supervisión. No usar en embarazo.

✨ Energéticamente, la pasionaria es entrega y calma profunda. Su energía desciende, aquieta y contiene.
Trabaja el exceso mental, la rumiación y la ansiedad anticipatoria. Representa la confianza en soltar el control y permitir el descanso.
Es silencio interior.",pasionaria.webp,peso,25g,290,50g,550,100g,1050,,,,
peperina,Peperina,hierbas,Digestivas y Hepáticas,Hierba aromática intensa y refrescante que estimula la digestión y despeja las vías respiratorias.,"La peperina es una planta serrana de aroma penetrante, mentolado y levemente picante. Su sabor es más intenso que la menta común y aporta una sensación inmediata de frescura. Tradicionalmente muy utilizada en infusiones digestivas y en blends regionales.

Desde lo funcional, la peperina es reconocida como:

Digestiva y carminativa: ayuda a reducir gases, pesadez y digestiones lentas.

Antiespasmódica suave: útil en cólicos digestivos leves.

Respiratoria y descongestiva ligera: favorece la sensación de apertura en resfríos leves.

Estimulante suave: aporta frescura mental y claridad.

Antimicrobiana natural leve por su contenido en aceites esenciales.

Es ideal después de comidas abundantes o cuando hay sensación de pesadez con componente nervioso.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 5–7 minutos. Puede tomarse después de las comidas. También combina muy bien con poleo o manzanilla para suavizar su intensidad.

⚠️ Usar con moderación en personas muy sensibles a plantas mentoladas o con gastritis activa.

✨ Energéticamente, la peperina es claridad y movimiento. Su energía es fresca, despierta y ligeramente ascendente. Despeja lo denso, activa la mente y ayuda a liberar tensiones acumuladas.
Representa aire serrano: limpieza, vitalidad y renovación rápida.",peperina.webp,peso,25g,460,50g,880,100g,1730,,,,
pezuna,Pezuña De Vaca.jpg,hierbas,Depurativas y Diuréticas,Planta tradicionalmente utilizada como reguladora metabólica y apoyo en el equilibrio de la glucosa.,"La pezuña de vaca recibe su nombre por la forma característica de sus hojas. Es una planta ampliamente utilizada en la medicina tradicional sudamericana, especialmente en acompañamiento de procesos metabólicos vinculados al azúcar en sangre.

Desde lo funcional, es reconocida como:

Reguladora glucémica tradicional: utilizada como apoyo natural en el control de niveles de glucosa.

Diurética suave: favorece la eliminación de líquidos.

Depurativa leve: acompaña procesos de limpieza interna.

Apoyo renal tradicional en fórmulas específicas.

Metabólica: asociada al orden y regulación de procesos internos relacionados con el metabolismo de carbohidratos.

No es una planta digestiva directa como boldo o carqueja, sino más bien una reguladora interna.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 7–10 minutos. Puede tomarse 1 vez al día en períodos controlados.

⚠️ Importante: personas que estén bajo tratamiento para diabetes deben consultar profesional antes de usarla, ya que puede potenciar el efecto de medicación hipoglucemiante. No recomendada en embarazo.

✨ Energéticamente, la pezuña de vaca representa equilibrio y orden interno. Trabaja la regulación, el autocontrol y la estabilidad.
No es una planta que moviliza intensamente; es una planta que armoniza procesos desbordados. Simbólicamente, ayuda a recuperar balance cuando algo se ha desajustado.",Pezuña de Vaca.jpg,peso,25g,270,50g,500,100g,970,,,,
poleo,Poleo,hierbas,Digestivas y Hepáticas,"Planta aromática digestiva que alivia cólicos, gases y acompaña procesos respiratorios leves.","El poleo es una hierba de aroma mentolado intenso, fresco y penetrante, perteneciente a la familia de las mentas. Su sabor es más marcado y ligeramente más fuerte que la menta común, con un fondo herbal que aporta sensación inmediata de alivio.

Desde lo funcional, el poleo es reconocido como:

Digestivo y carminativo: ayuda a reducir gases, distensión abdominal y pesadez.

Antiespasmódico: útil en cólicos digestivos leves.

Estimulante digestivo: favorece la secreción de jugos gástricos.

Respiratorio suave: tradicionalmente usado en resfríos leves por su efecto descongestivo ligero.

Emenagogo suave (uso tradicional): puede estimular levemente la menstruación.

Es una planta muy popular después de comidas abundantes y también en blends digestivos serranos.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 5–7 minutos. Puede tomarse después de las comidas. En uso ocasional para resfríos leves, se puede combinar con peperina o tomillo.

⚠️ No se recomienda en embarazo ni en uso excesivo o prolongado debido a su contenido de pulegona (presente en el aceite esencial). Utilizar en cantidades moderadas.

✨ Energéticamente, el poleo es liberación y desbloqueo. Su energía es fresca pero firme, ayuda a soltar tensiones acumuladas — especialmente aquellas que se “guardan” en el abdomen.
Representa descompresión, alivio y movimiento interno. Es aire que circula cuando algo estaba estancado.",Poleo.jpg,peso,25g,410,50g,780,100g,1520,,,,
sen,Sen,hierbas,Regulador Intestinal,Planta laxante estimulante utilizada para el estreñimiento ocasional.,"El sen es una de las plantas más conocidas en fitoterapia para el acompañamiento del estreñimiento puntual. Sus hojas y vainas contienen compuestos llamados senósidos, que estimulan el movimiento intestinal (peristaltismo), favoreciendo la evacuación.

Desde lo funcional, el sen es reconocido como:

Laxante estimulante: activa el tránsito intestinal.

Regulador intestinal puntual, en casos de estreñimiento ocasional.

Depurativo intestinal tradicional en usos específicos y de corta duración.

A diferencia de plantas suavizantes como la malva, el sen no actúa lubricando o protegiendo, sino estimulando directamente el intestino, por lo que su efecto suele sentirse entre 6 y 12 horas después de la ingesta.

Modo de uso:
Infusión suave (½ a 1 cucharadita por taza), dejar reposar 5–10 minutos.
Se recomienda tomar por la noche.
Usar solo en casos puntuales y por períodos cortos (no más de 5–7 días seguidos).

⚠️ Importante:
No usar de forma prolongada.
No recomendado en embarazo, lactancia, niños pequeños ni en casos de colon irritable o inflamación intestinal.
El uso excesivo puede generar dependencia intestinal.

✨ Energéticamente, el sen es liberación directa. Su energía es movilizadora y resolutiva.
No es una planta de proceso lento ni de armonización: es acción concreta cuando hay estancamiento evidente.
Trabaja simbólicamente el desapego inmediato, el soltar lo retenido cuando ya no puede postergarse.",sen.jpg,peso,25g,200,50g,350,100g,660,,,,
steviaH,Stevia en Hojas,hierbas,Digestivas y Hepáticas,Planta naturalmente dulce que endulza de forma consciente y acompaña el equilibrio metabólico.,"La stevia en hojas secas posee un sabor intensamente dulce debido a sus glucósidos naturales (como el esteviósido), sin aportar calorías ni elevar significativamente los niveles de glucosa en sangre. A diferencia del extracto refinado, la hoja conserva su perfil vegetal y un leve fondo herbal característico.

Se utiliza para endulzar infusiones, blends digestivos, tés y preparaciones naturales. Puede añadirse directamente a la infusión junto con otras hierbas o combinarse en mezclas personalizadas.

Desde lo funcional, la stevia es tradicionalmente reconocida como:

Edulcorante natural sin aporte calórico significativo.

Acompañamiento en regulación metabólica, especialmente en personas que buscan reducir el consumo de azúcar.

Apoyo en equilibrio glucémico (dentro de una alimentación saludable).

Digestiva suave cuando se utiliza en infusión junto a otras plantas.

Es una excelente aliada para quienes están en procesos de orden alimentario o reducción de azúcares refinados.

Modo de uso:
Agregar 1–2 hojitas secas por taza junto con la infusión principal. Su dulzor es intenso, por lo que se recomienda comenzar con poca cantidad.

⚠️ En algunas personas puede percibirse un leve retrogusto herbal; ajustar dosis según preferencia.

✨ Energéticamente, la stevia representa dulzura consciente. No es placer desbordado ni exceso, sino equilibrio.
Trabaja simbólicamente la relación con lo dulce en la vida: disfrutar sin desmedida, nutrirse sin culpa, armonizar deseo y salud.
Es dulzura que cuida.",SteviaH.png,peso,25g,800,50g,1560,100g,3080,,,,
tilo,Tilo,hierbas,Relajantes,Planta calmante tradicional que relaja cuerpo y mente con suavidad y contención.,"El tilo es una de las infusiones más clásicas cuando se habla de nervios y descanso. Se utilizan sus flores (a veces con brácteas), de aroma delicado y sabor levemente dulce y floral.

Desde lo funcional, el tilo es reconocido como:

Sedante suave: ayuda a disminuir ansiedad leve y tensión nerviosa.

Relajante muscular ligero: útil cuando el estrés se manifiesta en contracturas suaves.

Inductor del sueño leve: favorece el descanso sin generar pesadez al despertar.

Antiespasmódico suave.

Sudorífico tradicional: en infusión caliente, ha sido utilizado en estados gripales leves para favorecer transpiración.

A diferencia de la pasionaria, el tilo no actúa tan profundamente sobre la mente hiperactiva, sino más bien sobre el sistema nervioso en general y la tensión corporal.

Modo de uso:
Infusión (1 cucharadita por taza), reposar 7–10 minutos.
Puede tomarse por la noche o en momentos de estrés.
Combina muy bien con melisa o manzanilla.

⚠️ Generalmente seguro en uso moderado. Evitar uso excesivo prolongado.

✨ Energéticamente, el tilo es contención y ternura. Su energía es envolvente, maternal y suave.
Trabaja el descanso desde la seguridad emocional. Representa protección, calma y sensación de estar cuidado.
No apaga, sino que abraza.",tilo-en-hojas.jpg,peso,25g,2140,50g,4240,100g,8440,,,,
zarzaparrilla,Zarzaparrilla,hierbas,Depurativas y Diuréticas,Planta depurativa tradicional que favorece la limpieza interna y el equilibrio cutáneo.,"La zarzaparrilla es una raíz utilizada desde hace siglos en distintas tradiciones medicinales por su acción depurativa profunda. Su sabor es ligeramente amargo y terroso, lo que refleja su carácter limpiador.

Desde lo funcional, la zarzaparrilla es reconocida como:

Depurativa sanguínea tradicional: utilizada en procesos de limpieza interna.

Diurética suave: favorece la eliminación de líquidos y toxinas.

Apoyo cutáneo: tradicionalmente asociada al acompañamiento de afecciones de la piel (acné, eczemas leves, piel reactiva).

Antiinflamatoria leve en procesos crónicos suaves.

Apoyo hepático complementario, especialmente en fórmulas depurativas combinadas.

Es una planta muy utilizada en cambios de estación o en procesos donde se busca “limpiar desde adentro hacia afuera”.

Modo de uso:
Al ser raíz, se recomienda en decocción: 1 cucharadita por taza, hervir 5–10 minutos y dejar reposar otros 10. Puede tomarse 1–2 veces al día en períodos acotados.

⚠️ Evitar uso prolongado sin descanso. No recomendada en embarazo.

✨ Energéticamente, la zarzaparrilla es limpieza profunda y renovación. Su energía trabaja capas internas, ayudando a liberar acumulaciones físicas y simbólicas.
Está vinculada a procesos de purificación y renacimiento. Representa limpieza desde la raíz, transformación silenciosa y recomienzo.",zarzaparrilla.png,peso,25g,270,50g,500,100g,960,,,,
teN,Té Negro,tes,,"Infusión intensa y estimulante que aporta energía, foco y profundidad aromática.","El té negro proviene de la planta Camellia sinensis, cuyas hojas han sido completamente oxidadas, lo que le otorga su color oscuro, aroma robusto y sabor intenso. Su perfil puede variar desde notas maltosas y terrosas hasta matices ligeramente dulces o ahumados, según su origen.

Es ideal para consumir solo, con un toque de limón, con leche (estilo inglés) o como base de blends especiados como el chai. También puede utilizarse en preparaciones frías o como ingrediente en repostería y bebidas energizantes naturales.

Desde lo funcional, el té negro es tradicionalmente reconocido como estimulante suave gracias a su contenido de cafeína, ayudando a mejorar la concentración, el estado de alerta y el rendimiento mental. Contiene antioxidantes naturales (como las teaflavinas y tearubiginas) que contribuyen a la protección celular. También puede favorecer la digestión ligera después de comidas.

Se recomienda infusionar con agua a unos 90–95°C durante 3–5 minutos para evitar exceso de amargor.

✨ Energéticamente, el té negro es enfoque y presencia. Su energía es activa pero centrada: despierta sin dispersar. Representa claridad mental, estructura y determinación tranquila.
No es expansión emocional como algunas hierbas, sino energía de acción consciente, productividad y firmeza interior.",te negro.png,peso,25g,230,50g,410,100g,770,,,,
teR,Té Rojo,tes,,Té fermentado de carácter profundo que aporta energía sostenida y apoyo digestivo.,"El té rojo, conocido tradicionalmente como Pu-erh, proviene también de la planta Camellia sinensis, pero atraviesa un proceso de fermentación y maduración que le otorga su color oscuro y su perfil terroso, intenso y ligeramente amaderado.

Su sabor es más profundo y menos astringente que el té negro, con notas que recuerdan a tierra húmeda, madera y frutos secos. Es ideal para consumir solo, después de comidas abundantes o como acompañamiento en momentos de concentración prolongada.

Desde lo funcional, el té rojo es tradicionalmente reconocido como estimulante suave y digestivo, favoreciendo la metabolización de grasas y acompañando procesos depurativos. También contiene antioxidantes y compuestos que pueden apoyar el metabolismo cuando se incorpora dentro de una alimentación equilibrada.

Se recomienda infusionar con agua a 90–95°C durante 3–4 minutos. Puede reinfusionarse varias veces, liberando matices diferentes en cada preparación.

✨ Energéticamente, el té rojo es tierra y transformación. Su energía es profunda, estable y sostenida. No activa de forma brusca, sino que despierta con firmeza tranquila. Representa arraigo, maduración y proceso interno.
Es ideal para momentos donde se necesita energía constante y foco prolongado sin dispersión.",Te Rojo.jpeg,peso,25g,210,50g,380,100g,720,,,,
teV,Té Verde,tes,,Infusión fresca y revitalizante que aporta claridad mental y energía equilibrada.,"El té verde proviene de la planta Camellia sinensis, pero a diferencia del té negro, no atraviesa un proceso de oxidación completo. Esto permite conservar su color verde, su perfil vegetal y una mayor concentración de compuestos antioxidantes naturales.

Su sabor es fresco, ligeramente herbal y puede presentar notas vegetales, dulces o levemente astringentes según su origen y forma de elaboración. Es ideal para consumir solo, frío o caliente, y también puede utilizarse como base para blends con hierbas, frutas deshidratadas o especias suaves.

Desde lo funcional, el té verde es tradicionalmente reconocido como antioxidante potente y estimulante suave, gracias a su contenido de catequinas y cafeína en menor proporción que el té negro. Favorece la concentración, el metabolismo y aporta sensación de energía ligera y sostenida. También puede acompañar procesos digestivos suaves.

Se recomienda infusionar con agua a unos 75–85°C durante 2–3 minutos para evitar amargor excesivo.

✨ Energéticamente, el té verde es renovación y claridad. Su energía es liviana, fresca y ascendente. Representa equilibrio, enfoque sereno y vitalidad limpia.
Es energía que despierta sin agitar, que activa sin invadir.",Te Verde.jpeg,peso,25g,240,50g,430,100g,820,,,,
almendras,Almendras,almacen,frutos secos,,,almendras.webp,peso,100g,2500,250g,6250,500g,12500,,,,
arandanos,Arándanos,almacen,frutos secos,,,Arándanos Rojos.jpg,peso,100g,1600,250g,4000,500g,8000,,,,
avellanas,Avellanas,almacen,frutos secos,,,Avellanas Peladas Grandes.jpg,peso,100g,4600,250g,11500,500g,23000,,,,
bananitas,Bananitas Chips,almacen,frutos secos,,,Bananitas Chips enteros.png,peso,100g,1600,250g,4000,500g,8000,,,,
castanas,Castañas de Cajú,almacen,frutos secos,,,castañas de cajú.jpeg,peso,100g,2400,250g,6000,500g,12000,,,,
ciruelas,Ciruelas sin Carozo,almacen,frutos secos,,,Ciruelas sin Carozo Tiernizadas.jpg,peso,100g,1000,250g,2500,500g,5000,,,,
damascos,Damascos sin Carozo,almacen,frutos secos,,,Damascos Sin Carozo.jpg,peso,100g,1400,250g,3500,500g,7000,,,,
datiles,Dátiles con Carozo,almacen,frutos secos,,,Datiles con carozo - (Egipto).jpg,peso,100g,900,250g,2250,500g,4500,,,,
duraznos,Duraznos Medallones,almacen,frutos secos,,,Medallones Durazno Medianos.jpg,peso,100g,1500,250g,3750,500g,7500,,,,
higos,Higos Negros Tiernizados,almacen,frutos secos,,,Higos Negros Tiernizados (Premium).jpg,peso,100g,1400,250g,3500,500g,7000,,,,
maniCS,Maní Con Sal,almacen,frutos secos,,,Mani Con Sal (A) Exportación.jpg,peso,100g,400,250g,1000,500g,2000,,,,
maniSS,Maní Sin Sal,almacen,frutos secos,,,Mani Sin Sal (A) Exportación.jpg,peso,100g,400,250g,1000,500g,2000,,,,
maniC,Maní Crudo,almacen,frutos secos,,,maní crudo.png,peso,100g,300,250g,750,500g,1500,,,,
nueces,Nueces,almacen,frutos secos,,,nuez-mariposa.jpg,peso,100g,1950,250g,4875,500g,9750,,,,
pasasN,Pasas Negras,almacen,frutos secos,,,Pasas Negras Premium.jpg,peso,100g,600,250g,1500,500g,3000,,,,
pasasR,Pasas Rubias,almacen,frutos secos,,,Pasas Rubias Premium.jpg,peso,100g,1000,250g,2500,500g,5000,,,,
peras,Peras en Mitades,almacen,frutos secos,,,Peras en Mitades Medianas.jpg,peso,100g,1450,250g,3625,500g,7250,,,,
tomates,Tomates Secos,almacen,frutos secos,,,Tomates Secos Rojos.jpg,peso,100g,1500,250g,3750,500g,7500,,,,
mixC,Mix Clásico,almacen,frutos secos,,,Mix Clasico.jpg,peso,100g,1500,250g,3750,500g,7500,,,,
mixCP,Mix Clásico Premium,almacen,frutos secos,,,Mix Clasico Premium.jpg,peso,100g,2100,250g,5250,500g,10500,,,,
almidon,Almidón de Maíz,almacen,harinas,,,Fecula de Maiz.jpg,peso,250g,550,500g,1100,1kg,2200,,,,
farina,Fariña de Mandioca,almacen,harinas,,,farina-de-mandioca.webp,peso,250g,950,500g,1900,1kg,3800,,,,
fecula,Fécula de Mandioca,almacen,harinas,,,Fécula Mandioca x1KG.jpg,peso,250g,600,500g,1200,1kg,2400,,,,
HAlga,Harina de Algarroba,almacen,harinas,,,harina algarroba.webp,peso,250g,2250,500g,4500,1kg,9000,,,,
HAcP,Harina de Almendras con Piel 100%,almacen,harinas,,,harina de almendras con piel.webp,peso,250g,5100,500g,10200,1kg,20400,,,,
HAsP ,Harina de Almendras sin Piel 100%,almacen,harinas,,,harina de almendras sin piel.png,peso,250g,8750,500g,17500,1kg,35000,,,,
HArroz,Harina de Arroz,almacen,harinas,,,Harina de Arroz.jpg,peso,250g,450,500g,900,1kg,1800,,,,
HArrozI,Harina de Arroz Integral,almacen,harinas,,,Harina de Arroz Integral.png,peso,250g,500,500g,1000,1kg,2000,,,,
HAvena,Harina de Avena,almacen,harinas,,,harina-de-avena.jpg,peso,250g,600,500g,1200,1kg,2400,,,,
Hcoco,Harina de Coco,almacen,harinas,,,Harina de Coco Pura - Indonesia.jpg,peso,250g,1900,500g,3800,1kg,7600,,,,
Hgarba,Harina de Garbanzos,almacen,harinas,,,Harina de Garbanzos.jpg,peso,250g,400,500g,800,1kg,1600,,,,
HTSarra,Harina de Trigo Sarraceno,almacen,harinas,,,harina de trigo sarraceno.jpg,peso,250g,750,500g,1500,1kg,3000,,,,
HInte,Harina Integral Fina Agroecologica,almacen,harinas,,,harina integral fina.webp,peso,250g,450,500g,900,1kg,1800,,,,
AlmChoc,Almohaditas Chocolate Rellenas con Chocolate Blanco,almacen,desayuno y snacks,,,Almohaditas Chocolate Blanco x2KG - (Granix).jpeg,peso,200g,2700,500g,6750,1kg,13500,,,,
AlmFru,Almohaditas Rellenas Frutilla,almacen,desayuno y snacks,,,almohaditas de frutillas.png,peso,200g,2300,500g,5750,1kg,11500,,,,
AlmLim,Almohaditas Rellenas Limón,almacen,desayuno y snacks,,,Almohaditas Limon x2KG- (Granix).jpg,peso,200g,2300,500g,5750,1kg,11500,,,,
aritomiel,Aritos de Miel,almacen,desayuno y snacks,,,Aritos de Miel.jpeg,peso,200g,1100,500g,2750,1kg,5500,,,,
aritofrut,Aritos Frutales,almacen,desayuno y snacks,,,aritos frutales.png,peso,200g,1600,500g,4000,1kg,8000,,,,
copichoc,Copichoc,almacen,desayuno y snacks,,,copichoc.jpg,peso,200g,2100,500g,5250,1kg,10500,,,,
copoazucar,Copos de Maíz Azucarados,almacen,desayuno y snacks,,,"Copos De Maiz Con Azucar x3,4KG - (Granix).jpeg",peso,200g,1600,500g,4000,1kg,8000,,,,
coponatural,Copos de Maíz Natural,almacen,desayuno y snacks,,,copos naturales.jpeg,peso,200g,1300,500g,3250,1kg,6500,,,,
quinoapop,Quinoa Pop,almacen,desayuno y snacks,,,Quinoa Inflada Pop x3KG - (Ying Yang).jpg,peso,100g,650,500g,3250,1kg,6500,,,,
tutucaclasica,Tutuca Clásica,almacen,desayuno y snacks,,,Tutucas Clasica.jpg,peso,100g,400,500g,2000,1kg,4000,,,,
granolaC,Choco Granola,almacen,desayuno y snacks,,,granola choco.jpeg,peso,200g,1800,500g,4500,1kg,9000,,,,
granolaF,Granola Fit,almacen,desayuno y snacks,,,granola fit.jpeg,peso,200g,1500,500g,3750,1kg,7500,,,,
granolaP,Granola Premium,almacen,desayuno y snacks,,,granola premium.jpeg,peso,200g,2000,500g,5000,1kg,10000,,,,
granolaSC,Granola Sin Coco,almacen,desayuno y snacks,,,granola sin coco.jpeg,peso,200g,1300,500g,3250,1kg,6500,,,,
granolaSP,Granola Sin Pasas,almacen,desayuno y snacks,,,granola sin pasas.jpeg,peso,200g,1500,500g,3750,1kg,7500,,,,
amapola,Amapola Azúl,almacen,semillas,,,Amapola Azúl.png,peso,100g,1600,200g,3200,500g,8000,,,,
amaranto,Amaranto,almacen,semillas,,,Amaranto.jpg,peso,100g,800,200g,1600,500g,4000,,,,
chia,Chia,almacen,semillas,,,chia.png,peso,100g,950,200g,1900,500g,4750,,,,
